sample_id,dataset,task,question,answer,answers,metadata,has_image
vqav2_859,vqav2,vqav2,What is the boy riding?,snowboard,"[""snowboard"", ""snowboard"", ""surfboard"", ""snowboard"", ""snowboard"", ""snowboard"", ""snowboard"", ""snowboard"", ""snowboard"", ""snowboard""]","{""raw_index"": 859, ""image_id"": ""296906""}",True
vqav2_134,vqav2,vqav2,Does he know what he is doing?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""skating"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 134, ""image_id"": ""151394""}",True
vqav2_307,vqav2,vqav2,Do you think the guy with the bike is tired?,no,"[""no"", ""no"", ""no"", ""yes"", ""yes"", ""no"", ""no"", ""yes"", ""no"", ""yes""]","{""raw_index"": 307, ""image_id"": ""139637""}",True
vqav2_468,vqav2,vqav2,Is the kid skateboarding?,yes,"[""yes"", ""yes"", ""yes"", ""no"", ""not yet"", ""yes"", ""yes"", ""yes"", ""yes"", ""no""]","{""raw_index"": 468, ""image_id"": ""560918""}",True
vqav2_951,vqav2,vqav2,Is this a race?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 951, ""image_id"": ""226498""}",True
vqav2_74,vqav2,vqav2,What is the cow eating?,grass,"[""grass"", ""grass"", ""grass"", ""grass"", ""grass"", ""grass"", ""grass"", ""grass"", ""grass"", ""grass""]","{""raw_index"": 74, ""image_id"": ""104095""}",True
vqav2_9,vqav2,vqav2,Is the skier going up or down the hill?,up,"[""up"", ""up"", ""up"", ""up"", ""up"", ""up"", ""up"", ""up"", ""up"", ""up""]","{""raw_index"": 9, ""image_id"": ""145824""}",True
vqav2_857,vqav2,vqav2,What is the cat inside of?,suitcase,"[""suitcase"", ""suitcase"", ""suitcase"", ""suitcase"", ""suitcase"", ""suitcase"", ""suitcase"", ""suitcase"", ""briefcase"", ""suitcase""]","{""raw_index"": 857, ""image_id"": ""97156""}",True
vqav2_576,vqav2,vqav2,What is wrong with the real people in the picture?,blurry,"[""nothing"", ""sitting"", ""blurry"", ""blurred"", ""they are not good at hiding"", ""out of focus"", ""heads down"", ""they are staring down"", ""blurry"", ""baldness""]","{""raw_index"": 576, ""image_id"": ""146738""}",True
vqav2_102,vqav2,vqav2,What season of the year is it?,summer,"[""summer"", ""summer"", ""summer"", ""spring"", ""summer"", ""summer"", ""summer"", ""summer"", ""summer"", ""spring or summer""]","{""raw_index"": 102, ""image_id"": ""416968""}",True
vqav2_75,vqav2,vqav2,What is on the ground?,snow,"[""snow"", ""snow"", ""snow"", ""snow"", ""ice"", ""snow"", ""snow"", ""snow"", ""snow"", ""snow""]","{""raw_index"": 75, ""image_id"": ""33104""}",True
vqav2_550,vqav2,vqav2,What is the license number?,off 267,"[""0ff267"", ""off 267"", ""off 267"", ""off 267"", ""off 267"", ""0ff267"", ""off 267"", ""off 267"", ""off 267"", ""off 267""]","{""raw_index"": 550, ""image_id"": ""520326""}",True
vqav2_662,vqav2,vqav2,How many ceramic pots are visible?,4,"[""4"", ""4"", ""5"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4""]","{""raw_index"": 662, ""image_id"": ""361172""}",True
vqav2_518,vqav2,vqav2,What does the sign say?,stop,"[""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop""]","{""raw_index"": 518, ""image_id"": ""153568""}",True
vqav2_620,vqav2,vqav2,Are these people in a physical fight with each other?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 620, ""image_id"": ""110265""}",True
vqav2_712,vqav2,vqav2,What is in the water?,windsurfer,"[""person"", ""man parachute surfing"", ""windsurfer"", ""kite surfer"", ""man"", ""man"", ""parasailer"", ""windsurfer"", ""surfer"", ""human""]","{""raw_index"": 712, ""image_id"": ""543600""}",True
vqav2_357,vqav2,vqav2,How many animal are there?,3,"[""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3""]","{""raw_index"": 357, ""image_id"": ""235252""}",True
vqav2_629,vqav2,vqav2,How many oranges are in the picture?,3,"[""3"", ""3"", ""2"", ""2"", ""3"", ""1"", ""3"", ""3"", ""3"", ""3""]","{""raw_index"": 629, ""image_id"": ""381204""}",True
vqav2_889,vqav2,vqav2,What is the woman opening the door to?,truck,"[""truck"", ""truck"", ""truck"", ""to come in"", ""truck"", ""pickup"", ""truck"", ""truck"", ""truck"", ""truck""]","{""raw_index"": 889, ""image_id"": ""291048""}",True
vqav2_378,vqav2,vqav2,What color is the license plate?,red,"[""red"", ""red"", ""black"", ""red"", ""black"", ""white"", ""red"", ""red"", ""black"", ""red""]","{""raw_index"": 378, ""image_id"": ""372706""}",True
vqav2_291,vqav2,vqav2,Does the clock tower provide light for the street?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""no"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 291, ""image_id"": ""321935""}",True
vqav2_634,vqav2,vqav2,Do the people know each other?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 634, ""image_id"": ""452866""}",True
vqav2_743,vqav2,vqav2,What is hanging on the way behind these people?,calendar,"[""pendant light & calendar"", ""light"", ""calendar"", ""lamp"", ""calendar"", ""calendar"", ""??"", ""calendar"", ""calendar"", ""calendar""]","{""raw_index"": 743, ""image_id"": ""34874""}",True
vqav2_556,vqav2,vqav2,Is this picture near the water?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 556, ""image_id"": ""58344""}",True
vqav2_309,vqav2,vqav2,Is this man an alcoholic?,no,"[""no"", ""yes"", ""no"", ""no"", ""yes"", ""unknown"", ""no"", ""yes"", ""no"", ""no""]","{""raw_index"": 309, ""image_id"": ""377730""}",True
vqav2_822,vqav2,vqav2,Is the sofa upholstered?,yes,"[""yes"", ""yes"", ""no"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 822, ""image_id"": ""412878""}",True
vqav2_8,vqav2,vqav2,What color shoes is the girl wearing?,red,"[""red"", ""red and yellow"", ""black"", ""red and yellow"", ""red"", ""red"", ""red and yellow"", ""red"", ""red and yellow"", ""red""]","{""raw_index"": 8, ""image_id"": ""248069""}",True
vqav2_972,vqav2,vqav2,What kind of pants is the man wearing?,jeans,"[""jeans"", ""jeans"", ""jeans"", ""blue jeans"", ""jeans"", ""blue jeans"", ""blue jeans"", ""jeans"", ""jeans"", ""jeans""]","{""raw_index"": 972, ""image_id"": ""27789""}",True
vqav2_306,vqav2,vqav2,What is the man doing?,surfing,"[""surfing"", ""surfing"", ""surfing"", ""surfing"", ""surfing"", ""surfing"", ""surfing"", ""surfing"", ""surfing"", ""surfing""]","{""raw_index"": 306, ""image_id"": ""145208""}",True
vqav2_106,vqav2,vqav2,Is this area near the port?,no,"[""no"", ""yes"", ""no"", ""no"", ""yes"", ""no"", ""yes"", ""no"", ""yes"", ""no""]","{""raw_index"": 106, ""image_id"": ""100274""}",True
vqav2_137,vqav2,vqav2,Is the player wearing a hat?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 137, ""image_id"": ""218017""}",True
vqav2_941,vqav2,vqav2,What is the child in this picture riding on?,bike,"[""bicycle"", ""bike"", ""bike"", ""bike"", ""bicycle"", ""bike"", ""bike"", ""bicycle"", ""bike"", ""bike""]","{""raw_index"": 941, ""image_id"": ""432421""}",True
vqav2_118,vqav2,vqav2,What direction is the man's head in relation to his feet?,left,"[""left"", ""left"", ""to right"", ""opposite direction"", ""right"", ""left"", ""left"", ""right"", ""same"", ""front""]","{""raw_index"": 118, ""image_id"": ""177069""}",True
vqav2_109,vqav2,vqav2,What color is the grass?,green,"[""green"", ""green"", ""green"", ""green"", ""green"", ""green"", ""green"", ""green"", ""green"", ""green""]","{""raw_index"": 109, ""image_id"": ""425120""}",True
vqav2_820,vqav2,vqav2,Is this a common living room?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 820, ""image_id"": ""100848""}",True
vqav2_953,vqav2,vqav2,Where are the giraffes?,field,"[""field"", ""zoo"", ""grassy field"", ""left"", ""field"", ""trees"", ""outside"", ""zoo"", ""field"", ""on grass""]","{""raw_index"": 953, ""image_id"": ""579560""}",True
vqav2_278,vqav2,vqav2,What color are the sheets?,pink,"[""pink and white"", ""purple"", ""lavender"", ""purple"", ""pink"", ""blue"", ""white"", ""pink"", ""lavender"", ""pink""]","{""raw_index"": 278, ""image_id"": ""367535""}",True
vqav2_288,vqav2,vqav2,Does the elephant have tusks?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 288, ""image_id"": ""125160""}",True
vqav2_215,vqav2,vqav2,Is the man in white in motion?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 215, ""image_id"": ""44802""}",True
vqav2_351,vqav2,vqav2,Is the person being safe?,yes,"[""yes"", ""no"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 351, ""image_id"": ""172716""}",True
vqav2_208,vqav2,vqav2,Does this zebra's back itch?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""maybe"", ""no"", ""no""]","{""raw_index"": 208, ""image_id"": ""486805""}",True
vqav2_599,vqav2,vqav2,How many people have blonde hair?,1,"[""1"", ""1"", ""1"", ""0"", ""1"", ""2"", ""1"", ""1"", ""0"", ""1""]","{""raw_index"": 599, ""image_id"": ""376209""}",True
vqav2_977,vqav2,vqav2,Does this bird look like it has a 'hairstyle'?,yes,"[""no"", ""yes"", ""yes"", ""no"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 977, ""image_id"": ""467593""}",True
vqav2_779,vqav2,vqav2,How many books are on the desk?,0,"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]","{""raw_index"": 779, ""image_id"": ""351597""}",True
vqav2_821,vqav2,vqav2,What color is the swimsuit on the right?,orange,"[""orange"", ""orange"", ""orange"", ""orange"", ""orange"", ""orange"", ""orange"", ""orange"", ""orange"", ""orange""]","{""raw_index"": 821, ""image_id"": ""63565""}",True
vqav2_52,vqav2,vqav2,How many outlets are there?,3,"[""1"", ""3"", ""4"", ""3"", ""4"", ""2"", ""3"", ""1"", ""4"", ""2""]","{""raw_index"": 52, ""image_id"": ""445658""}",True
vqav2_948,vqav2,vqav2,What color is his shirt?,white,"[""white"", ""white"", ""white"", ""white"", ""white"", ""white"", ""white"", ""white"", ""white"", ""white""]","{""raw_index"": 948, ""image_id"": ""119476""}",True
vqav2_652,vqav2,vqav2,Where is the woman sitting?,yes,"[""cement"", ""on cement stool"", ""yes"", ""seat"", ""yes"", ""stump"", ""on traffic stopper"", ""on barrier"", ""car barrier"", ""stone""]","{""raw_index"": 652, ""image_id"": ""333665""}",True
vqav2_283,vqav2,vqav2,What is next to the toilet paper?,brush,"[""brush"", ""hairbrush"", ""brush"", ""hair brush"", ""hair brush"", ""towel"", ""hair brush"", ""hairbrush"", ""brush"", ""brush""]","{""raw_index"": 283, ""image_id"": ""245764""}",True
vqav2_45,vqav2,vqav2,How many cars are parked?,1,"[""1"", ""0"", ""0"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1""]","{""raw_index"": 45, ""image_id"": ""424554""}",True
vqav2_803,vqav2,vqav2,How many flower jars on the table?,1,"[""2"", ""7"", ""dozens"", ""7"", ""10"", ""10"", ""1"", ""1"", ""1"", ""1""]","{""raw_index"": 803, ""image_id"": ""367528""}",True
vqav2_341,vqav2,vqav2,How many picture taking devices are visible?,1,"[""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1""]","{""raw_index"": 341, ""image_id"": ""189845""}",True
vqav2_133,vqav2,vqav2,Who is watching the man play tennis?,spectators,"[""audience"", ""spectators"", ""viewers"", ""spectators"", ""spectators"", ""spectators"", ""crowd"", ""spectators"", ""spectators"", ""fans""]","{""raw_index"": 133, ""image_id"": ""245701""}",True
vqav2_268,vqav2,vqav2,Is the woman in the photo wearing a bra?,yes,"[""yes"", ""wishing"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""no"", ""yes"", ""yes""]","{""raw_index"": 268, ""image_id"": ""360878""}",True
vqav2_785,vqav2,vqav2,Would a fireman be likely to use the red object?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 785, ""image_id"": ""405531""}",True
vqav2_452,vqav2,vqav2,Is this picture completely visible?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 452, ""image_id"": ""16631""}",True
vqav2_437,vqav2,vqav2,How many cakes are there?,4,"[""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4""]","{""raw_index"": 437, ""image_id"": ""111434""}",True
vqav2_601,vqav2,vqav2,Is this a motorcycle or a moped?,moped,"[""moped"", ""moped"", ""moped"", ""moped"", ""moped"", ""moped"", ""yes"", ""moped"", ""moped"", ""moped""]","{""raw_index"": 601, ""image_id"": ""117093""}",True
vqav2_960,vqav2,vqav2,What is the woman holding?,tennis racket,"[""tennis racket"", ""tennis racket"", ""racket"", ""racquet"", ""tennis racket"", ""racket"", ""tennis racket"", ""tennis racket"", ""racket"", ""racket""]","{""raw_index"": 960, ""image_id"": ""485742""}",True
vqav2_676,vqav2,vqav2,Is the man an experienced skater?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 676, ""image_id"": ""297933""}",True
vqav2_152,vqav2,vqav2,Are the wings up?,no,"[""no"", ""no"", ""yes"", ""no"", ""no"", ""yes"", ""no"", ""yes"", ""no"", ""no""]","{""raw_index"": 152, ""image_id"": ""137677""}",True
vqav2_36,vqav2,vqav2,Which direction are the zebras walking?,left,"[""west"", ""left"", ""left"", ""left"", ""left"", ""left"", ""left"", ""left"", ""left"", ""left""]","{""raw_index"": 36, ""image_id"": ""393979""}",True
vqav2_588,vqav2,vqav2,Are there toppings on the pizza?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""tomatoes and spinach"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 588, ""image_id"": ""220670""}",True
vqav2_151,vqav2,vqav2,Are there any sailboats?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""servo"", ""yes"", ""no""]","{""raw_index"": 151, ""image_id"": ""513555""}",True
vqav2_440,vqav2,vqav2,Who put the teddy bear there?,child,"[""child"", ""someone"", ""your mom"", ""kid"", ""girl"", ""kid"", ""photographer"", ""someone"", ""child"", ""girl""]","{""raw_index"": 440, ""image_id"": ""418933""}",True
vqav2_130,vqav2,vqav2,What season is this picture celebrating?,christmas,"[""christmas"", ""christmas"", ""christmas"", ""christmas"", ""christmas"", ""christmas"", ""christmas"", ""christmas"", ""christmas"", ""christmas""]","{""raw_index"": 130, ""image_id"": ""494072""}",True
vqav2_42,vqav2,vqav2,Is this the beach?,no,"[""no"", ""no"", ""yes"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 42, ""image_id"": ""442952""}",True
vqav2_315,vqav2,vqav2,What color are the walls?,white,"[""white"", ""white"", ""beige"", ""off white"", ""white"", ""white"", ""beige"", ""white"", ""white"", ""beige""]","{""raw_index"": 315, ""image_id"": ""551974""}",True
vqav2_905,vqav2,vqav2,Is there a lamp in this room?,no,"[""no"", ""no"", ""yes"", ""no"", ""no"", ""yes"", ""no"", ""yes"", ""no"", ""no""]","{""raw_index"": 905, ""image_id"": ""124911""}",True
vqav2_619,vqav2,vqav2,Are the shades open?,yes,"[""yes"", ""yes"", ""yes"", ""no"", ""yes"", ""yes"", ""red"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 619, ""image_id"": ""452195""}",True
vqav2_366,vqav2,vqav2,Are there any grapes?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 366, ""image_id"": ""571279""}",True
vqav2_651,vqav2,vqav2,What is the color of the sky?,blue,"[""blue"", ""blue"", ""blue"", ""blue"", ""blue"", ""blue"", ""blue"", ""blue"", ""blue"", ""blue""]","{""raw_index"": 651, ""image_id"": ""209420""}",True
vqav2_919,vqav2,vqav2,Are there any men in this picture?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""2"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 919, ""image_id"": ""277326""}",True
vqav2_105,vqav2,vqav2,What are the people doing?,skiing,"[""skiing"", ""skiing"", ""skiing"", ""skiing"", ""skiing"", ""skating"", ""skiing"", ""skiing"", ""skiing"", ""skiing""]","{""raw_index"": 105, ""image_id"": ""301563""}",True
vqav2_700,vqav2,vqav2,What color is the tree?,green,"[""green"", ""green"", ""green"", ""green"", ""green"", ""green"", ""gregg"", ""green"", ""green"", ""green""]","{""raw_index"": 700, ""image_id"": ""62824""}",True
vqav2_745,vqav2,vqav2,Which device has the most ads showing around the video?,laptop,"[""computer"", ""laptop"", ""laptop"", ""computer"", ""laptop"", ""laptop"", ""computer"", ""laptop"", ""laptop"", ""laptop""]","{""raw_index"": 745, ""image_id"": ""458781""}",True
vqav2_649,vqav2,vqav2,Are there any doors?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 649, ""image_id"": ""368510""}",True
vqav2_861,vqav2,vqav2,What season of year was this photo taken in?,spring,"[""spring"", ""spring"", ""spring"", ""spring"", ""winter"", ""spring"", ""spring"", ""spring"", ""fall"", ""fall""]","{""raw_index"": 861, ""image_id"": ""333737""}",True
vqav2_904,vqav2,vqav2,Is this breakfast?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 904, ""image_id"": ""480917""}",True
vqav2_181,vqav2,vqav2,Are there any boats in this picture?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 181, ""image_id"": ""42793""}",True
vqav2_422,vqav2,vqav2,What is the color of the pillow on the bed?,white,"[""white and yellow"", ""beige"", ""white"", ""white"", ""gold"", ""white"", ""white"", ""white and gold"", ""beige"", ""floral""]","{""raw_index"": 422, ""image_id"": ""276528""}",True
vqav2_997,vqav2,vqav2,What breed of dog is this?,greyhound,"[""doberman"", ""greyhound"", ""greyhound"", ""greyhound"", ""greyhound"", ""greyhound"", ""greyhound"", ""galgo"", ""mutt"", ""labrador""]","{""raw_index"": 997, ""image_id"": ""408307""}",True
vqav2_183,vqav2,vqav2,Is the dog walking on the man's right or his left?,left,"[""left"", ""right"", ""yes"", ""left"", ""left"", ""right"", ""left"", ""left"", ""right"", ""right""]","{""raw_index"": 183, ""image_id"": ""154053""}",True
vqav2_340,vqav2,vqav2,What headgear is this individual wearing to protect from getting hurt?,helmet,"[""helmet"", ""helmet"", ""helmet"", ""helmet"", ""helmet"", ""helmet"", ""helmet"", ""helmet"", ""helmet"", ""helmet""]","{""raw_index"": 340, ""image_id"": ""31092""}",True
vqav2_421,vqav2,vqav2,What is the sign for?,stop,"[""direction"", ""stop"", ""stop"", ""stop"", ""stop"", ""stopping"", ""traffic"", ""stopping"", ""stop"", ""to make drivers stop""]","{""raw_index"": 421, ""image_id"": ""391347""}",True
vqav2_962,vqav2,vqav2,Which way is the golf course?,right,"[""right"", ""right"", ""right"", ""right way"", ""right"", ""right"", ""right"", ""right"", ""right"", ""right""]","{""raw_index"": 962, ""image_id"": ""389684""}",True
vqav2_812,vqav2,vqav2,Is this picture a selfie?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 812, ""image_id"": ""475439""}",True
vqav2_832,vqav2,vqav2,What are the women doing?,dancing,"[""dancing"", ""dancing"", ""dancing"", ""dancing"", ""dancing"", ""dancing"", ""dancing"", ""dancing"", ""dancing"", ""dancing""]","{""raw_index"": 832, ""image_id"": ""180357""}",True
vqav2_110,vqav2,vqav2,Is there graffiti in the picture?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""no"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 110, ""image_id"": ""370090""}",True
vqav2_391,vqav2,vqav2,What is the object closest to the animal?,shoe,"[""shoe"", ""shoe"", ""shoe"", ""shoe"", ""phone"", ""shoe"", ""shoe"", ""phone"", ""shoe"", ""shoe""]","{""raw_index"": 391, ""image_id"": ""90010""}",True
vqav2_39,vqav2,vqav2,Is the skateboarder wearing any safety equipment?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 39, ""image_id"": ""113095""}",True
vqav2_481,vqav2,vqav2,What hand signal is the cartoon man giving?,thumbs up,"[""thumbs up"", ""thumbs up"", ""thumbs up"", ""thumb's up"", ""thumbs up"", ""go"", ""thumbs up"", ""thumbs up"", ""thumbs up"", ""thumbs up""]","{""raw_index"": 481, ""image_id"": ""547760""}",True
vqav2_227,vqav2,vqav2,What type of bird is in the picture?,pelican,"[""pelican"", ""stork"", ""seagull"", ""big brown bird"", ""seagull"", ""pelican"", ""crane"", ""heron"", ""aquatic bird"", ""gull""]","{""raw_index"": 227, ""image_id"": ""475223""}",True
vqav2_204,vqav2,vqav2,Are these women friends?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""ing"", ""yes""]","{""raw_index"": 204, ""image_id"": ""214123""}",True
vqav2_471,vqav2,vqav2,Is this person about to fall?,no,"[""no"", ""no"", ""yes"", ""no"", ""yes"", ""no"", ""no"", ""no"", ""yes"", ""no""]","{""raw_index"": 471, ""image_id"": ""361399""}",True
vqav2_358,vqav2,vqav2,Is this a church?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", "":yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 358, ""image_id"": ""113867""}",True
vqav2_312,vqav2,vqav2,What are the numbers of this train?,325016,"[""325016"", ""on front"", ""325016"", ""32501"", ""32501"", ""32501"", ""325016"", ""55011"", ""325016"", ""325016""]","{""raw_index"": 312, ""image_id"": ""146825""}",True
vqav2_815,vqav2,vqav2,What breed of dogs is that?,boxer,"[""boxer"", ""rottweiler"", ""lab mix"", ""mastiff"", ""boxer"", ""mastiff"", ""retrievers"", ""pitbull"", ""mixed"", ""???""]","{""raw_index"": 815, ""image_id"": ""485489""}",True
vqav2_407,vqav2,vqav2,Is this an old tennis match?,yes,"[""yes"", ""yes"", ""yes"", ""no"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 407, ""image_id"": ""427997""}",True
vqav2_446,vqav2,vqav2,What kind of clouds are in the sky?,cumulus,"[""big clouds"", ""white"", ""cumulus"", ""big"", ""dark clouds"", ""stratus"", ""cumulus"", ""cumulus"", ""white"", ""gray""]","{""raw_index"": 446, ""image_id"": ""347818""}",True
vqav2_116,vqav2,vqav2,Is he wearing boots?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 116, ""image_id"": ""528720""}",True
vqav2_684,vqav2,vqav2,What material is the desk made of?,glass,"[""glass"", ""metal"", ""glass"", ""glass"", ""plastic"", ""glass"", ""glass"", ""metal"", ""glass"", ""glass""]","{""raw_index"": 684, ""image_id"": ""351597""}",True
vqav2_12,vqav2,vqav2,What color is the seahorse?,yellow and orange,"[""yellow and orange"", ""yellow and orange"", ""orange and yellow"", ""gray"", ""orange"", ""red and yellow"", ""orange and yellow"", ""orange"", ""yellow and red"", ""yellow and orange""]","{""raw_index"": 12, ""image_id"": ""346214""}",True
vqav2_337,vqav2,vqav2,Are any of the animals in the photo not eating?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 337, ""image_id"": ""190767""}",True
vqav2_98,vqav2,vqav2,Is it a sunny day?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 98, ""image_id"": ""418092""}",True
vqav2_636,vqav2,vqav2,How many cats are in the image?,2,"[""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""1"", ""1"", ""2""]","{""raw_index"": 636, ""image_id"": ""131131""}",True
vqav2_659,vqav2,vqav2,What is the boy holding in his hands?,stocking,"[""knitted stocking"", ""stocking"", ""stocking"", ""string"", ""stocking"", ""stocking"", ""stocking"", ""stocking"", ""stocking"", ""stocking""]","{""raw_index"": 659, ""image_id"": ""303607""}",True
vqav2_927,vqav2,vqav2,What is the elephant on the right doing?,drinking,"[""drinking"", ""drinking water"", ""drinking water"", ""lifting leg"", ""looking up"", ""drinking"", ""standing"", ""drinking"", ""drinking"", ""drinking""]","{""raw_index"": 927, ""image_id"": ""70685""}",True
vqav2_442,vqav2,vqav2,What type of room is this?,kitchen,"[""kitchen"", ""kitchen"", ""kitchen"", ""kitchen"", ""kitchen"", ""kitchen"", ""kitchen"", ""kitchen"", ""kitchen"", ""kitchen""]","{""raw_index"": 442, ""image_id"": ""343466""}",True
vqav2_35,vqav2,vqav2,What's unusual about his tie?,lights,"[""lights"", ""tie is lit up"", ""color"", ""lights up"", ""it lights up"", ""lights"", ""lights"", ""lights"", ""lights up"", ""has lights""]","{""raw_index"": 35, ""image_id"": ""21604""}",True
vqav2_495,vqav2,vqav2,How many stories is this building?,3,"[""2"", ""3"", ""2"", ""3"", ""3"", ""3"", ""2"", ""3"", ""2"", ""3""]","{""raw_index"": 495, ""image_id"": ""316031""}",True
vqav2_395,vqav2,vqav2,Is the person snowboarding?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""yes"", ""no"", ""no"", ""no""]","{""raw_index"": 395, ""image_id"": ""548090""}",True
vqav2_564,vqav2,vqav2,How mine laptops are their?,2,"[""3"", ""2"", ""2"", ""2"", ""3"", ""2"", ""3"", ""3"", ""2"", ""2""]","{""raw_index"": 564, ""image_id"": ""340155""}",True
vqav2_179,vqav2,vqav2,What are the riding on?,snowboard,"[""snowboard"", ""snowboard"", ""skis"", ""snowboard"", ""snowboard"", ""snowboard"", ""snowboard"", ""snowboarding"", ""snowboard"", ""snow""]","{""raw_index"": 179, ""image_id"": ""49731""}",True
vqav2_328,vqav2,vqav2,Is this on a beach?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 328, ""image_id"": ""14029""}",True
vqav2_260,vqav2,vqav2,What animal is this?,sheep,"[""sheep"", ""sheep"", ""sheep"", ""lamb"", ""sheep"", ""sheep"", ""sheep"", ""goat"", ""sheep"", ""sheep""]","{""raw_index"": 260, ""image_id"": ""484893""}",True
